Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1623,Dewasa,1,Shorts,Clothing,Medium,Missouri,S,Brown,Winter,Good,No,Store Pickup,Yes,Yes,Loyal Customer,Bank Transfer,Every 3 Months
1624,Tua,1,Backpack,Accessories,Medium,Indiana,M,Cyan,Summer,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Debit Card,Annually
1625,Dewasa,1,Sweater,Clothing,Low,Florida,M,White,Winter,Good,No,Free Shipping,Yes,Yes,Loyal Customer,PayPal,Every 3 Months
1626,Dewasa,1,Skirt,Clothing,Medium,Minnesota,L,Beige,Winter,Poor,No,Next Day Air,Yes,Yes,New Customer,PayPal,Bi-Weekly
1627,Dewasa,1,Sneakers,Footwear,Low,Nevada,L,Orange,Summer,Poor,No,Next Day Air,Yes,Yes,Loyal Customer,Credit Card,Bi-Weekly
1628,Tua,1,Sunglasses,Accessories,Low,Maine,M,Olive,Winter,Poor,No,Next Day Air,Yes,Yes,New Customer,Credit Card,Annually
1629,Dewasa,1,Dress,Clothing,Medium,Massachusetts,S,Teal,Winter,Fair,No,Next Day Air,Yes,Yes,New Customer,Cash,Monthly
1630,Dewasa,1,Blouse,Clothing,High,North Dakota,S,Silver,Spring,Fair,No,Next Day Air,Yes,Yes,Regular Customer,Venmo,Quarterly
1631,Tua,1,Shoes,Footwear,Medium,New Jersey,M,Gold,Summer,Poor,No,Store Pickup,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
1632,Tua,1,Sweater,Clothing,Low,Indiana,L,Violet,Summer,Good,No,2-Day Shipping,Yes,Yes,New Customer,Bank Transfer,Fortnightly
1633,Dewasa,1,Gloves,Accessories,Low,Oregon,S,White,Summer,Excellent,No,2-Day Shipping,Yes,Yes,Loyal Customer,Debit Card,Every 3 Months
1634,Tua,1,Socks,Clothing,High,North Dakota,M,Peach,Spring,Very Good,No,2-Day Shipping,Yes,Yes,Loyal Customer,Debit Card,Bi-Weekly
1635,Muda,1,Coat,Outerwear,Low,South Carolina,S,Orange,Summer,Good,No,Store Pickup,Yes,Yes,Loyal Customer,Cash,Every 3 Months
1636,Tua,1,Sunglasses,Accessories,Low,North Carolina,L,Violet,Summer,Fair,No,Standard,Yes,Yes,Loyal Customer,Cash,Annually
1637,Tua,1,Boots,Footwear,Low,North Dakota,L,Green,Fall,Good,No,Free Shipping,Yes,Yes,Loyal Customer,Cash,Fortnightly
1638,Dewasa,1,Dress,Clothing,Low,Massachusetts,M,Peach,Spring,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Fortnightly
1639,Tua,1,Jacket,Outerwear,Medium,Tennessee,M,Black,Spring,Excellent,No,Free Shipping,Yes,Yes,Regular Customer,Venmo,Weekly
1640,Dewasa,1,Gloves,Accessories,Medium,Missouri,L,Blue,Summer,Fair,No,Free Shipping,Yes,Yes,Loyal Customer,PayPal,Annually
1641,Tua,1,Scarf,Accessories,Medium,Tennessee,S,Magenta,Spring,Good,No,2-Day Shipping,Yes,Yes,Regular Customer,PayPal,Weekly
1642,Dewasa,1,Hoodie,Clothing,Low,Colorado,L,Violet,Summer,Fair,No,Free Shipping,Yes,Yes,New Customer,Bank Transfer,Every 3 Months
1643,Muda,1,Coat,Outerwear,Medium,Mississippi,M,Beige,Spring,Very Good,No,Store Pickup,Yes,Yes,Regular Customer,PayPal,Fortnightly
1644,Dewasa,1,Scarf,Accessories,High,Ohio,L,Pink,Summer,Good,No,2-Day Shipping,Yes,Yes,New Customer,PayPal,Monthly
1645,Tua,1,Coat,Outerwear,High,North Carolina,S,Beige,Summer,Good,No,Next Day Air,Yes,Yes,Regular Customer,Debit Card,Monthly
1646,Tua,1,Scarf,Accessories,Low,Ohio,L,Green,Summer,Poor,No,Standard,Yes,Yes,Loyal Customer,Venmo,Every 3 Months
1647,Tua,1,Handbag,Accessories,High,Nebraska,S,Silver,Summer,Good,No,Standard,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
1648,Dewasa,1,Boots,Footwear,High,Hawaii,M,Purple,Summer,Excellent,No,Store Pickup,Yes,Yes,New Customer,Debit Card,Quarterly
1649,Dewasa,1,Pants,Clothing,Medium,Oklahoma,M,Gray,Summer,Poor,No,Express,Yes,Yes,Regular Customer,Credit Card,Monthly
1650,Tua,1,T-shirt,Clothing,Medium,Wisconsin,M,White,Summer,Excellent,No,Free Shipping,Yes,Yes,New Customer,Credit Card,Quarterly
1651,Tua,1,Scarf,Accessories,Low,Arkansas,M,Silver,Winter,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Credit Card,Fortnightly
1652,Tua,1,Coat,Outerwear,High,Texas,M,Blue,Winter,Good,No,Standard,Yes,Yes,Loyal Customer,Debit Card,Monthly
1653,Tua,1,Sweater,Clothing,Low,New Mexico,M,Orange,Summer,Good,No,Next Day Air,Yes,Yes,New Customer,Bank Transfer,Fortnightly
1654,Dewasa,1,Belt,Accessories,High,Colorado,L,Silver,Winter,Poor,No,2-Day Shipping,Yes,Yes,Loyal Customer,Debit Card,Bi-Weekly
1655,Dewasa,1,Belt,Accessories,Low,Indiana,L,Gray,Spring,Poor,No,Store Pickup,Yes,Yes,Regular Customer,Credit Card,Quarterly
1656,Dewasa,1,Sweater,Clothing,High,Arizona,L,Gold,Spring,Fair,No,Next Day Air,Yes,Yes,New Customer,PayPal,Monthly
1657,Muda,1,Blouse,Clothing,Medium,Indiana,L,Brown,Spring,Poor,No,2-Day Shipping,Yes,Yes,Loyal Customer,PayPal,Every 3 Months
1658,Tua,1,Skirt,Clothing,Low,Indiana,L,Turquoise,Spring,Fair,No,Store Pickup,Yes,Yes,New Customer,Debit Card,Bi-Weekly
1659,Dewasa,1,Jewelry,Accessories,Medium,Alaska,S,Pink,Spring,Very Good,No,Store Pickup,Yes,Yes,Loyal Customer,Cash,Weekly
1660,Tua,1,Gloves,Accessories,Low,Utah,M,Black,Fall,Good,No,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Annually
1661,Tua,1,T-shirt,Clothing,Medium,Louisiana,L,Yellow,Winter,Very Good,No,Standard,Yes,Yes,Loyal Customer,Venmo,Monthly
1662,Tua,1,Gloves,Accessories,High,Iowa,S,Beige,Summer,Poor,No,2-Day Shipping,Yes,Yes,Regular Customer,Debit Card,Quarterly
1663,Tua,1,Sunglasses,Accessories,Low,New Mexico,M,Olive,Winter,Excellent,No,Free Shipping,Yes,Yes,Loyal Customer,Debit Card,Fortnightly
1664,Dewasa,1,Shirt,Clothing,Low,Maine,XL,Gold,Summer,Fair,No,Standard,Yes,Yes,New Customer,Cash,Bi-Weekly
1665,Muda,1,Handbag,Accessories,Medium,Minnesota,M,Purple,Spring,Excellent,No,Next Day Air,Yes,Yes,Loyal Customer,PayPal,Weekly
1666,Dewasa,1,Jacket,Outerwear,Medium,New Mexico,L,Pink,Fall,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Monthly
1667,Tua,1,Skirt,Clothing,Medium,Arkansas,M,Blue,Summer,Fair,No,Store Pickup,Yes,Yes,Loyal Customer,PayPal,Annually
1668,Tua,1,Handbag,Accessories,Low,Oklahoma,L,Brown,Winter,Fair,No,2-Day Shipping,Yes,Yes,Regular Customer,Bank Transfer,Every 3 Months
1669,Tua,1,Blouse,Clothing,Low,Utah,L,Charcoal,Summer,Good,No,Standard,Yes,Yes,Loyal Customer,Debit Card,Fortnightly
1670,Dewasa,1,T-shirt,Clothing,Medium,Wisconsin,L,Maroon,Winter,Poor,No,Store Pickup,Yes,Yes,Regular Customer,Bank Transfer,Quarterly
1671,Muda,1,Pants,Clothing,High,Utah,L,Cyan,Fall,Good,No,Free Shipping,Yes,Yes,Regular Customer,Cash,Weekly
1672,Dewasa,1,Hoodie,Clothing,Low,Utah,M,Olive,Winter,Good,No,Free Shipping,Yes,Yes,Regular Customer,Bank Transfer,Weekly
1673,Muda,1,Boots,Footwear,High,South Carolina,L,Gold,Fall,Good,No,Free Shipping,Yes,Yes,Regular Customer,Venmo,Quarterly
1674,Muda,1,Blouse,Clothing,Medium,Hawaii,M,Violet,Fall,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Venmo,Bi-Weekly
1675,Dewasa,1,Coat,Outerwear,Medium,Alaska,M,Peach,Winter,Fair,No,Free Shipping,Yes,Yes,New Customer,Debit Card,Fortnightly
1676,Dewasa,1,Pants,Clothing,High,Colorado,M,Beige,Spring,Excellent,No,Next Day Air,Yes,Yes,Regular Customer,Credit Card,Annually
1677,Muda,1,Sunglasses,Accessories,Medium,West Virginia,M,Cyan,Winter,Fair,No,Next Day Air,Yes,Yes,Loyal Customer,Bank Transfer,Weekly
1678,Tua,1,Jeans,Clothing,Low,Oregon,L,Silver,Summer,Fair,No,Next Day Air,No,No,Loyal Customer,Debit Card,Weekly
1679,Dewasa,1,Pants,Clothing,High,Ohio,S,Magenta,Summer,Excellent,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Fortnightly
1680,Tua,1,Dress,Clothing,Medium,Massachusetts,S,Black,Fall,Very Good,No,Next Day Air,No,No,Regular Customer,Debit Card,Bi-Weekly
1681,Tua,1,Shoes,Footwear,Low,Louisiana,M,Olive,Summer,Fair,No,Store Pickup,No,No,New Customer,Credit Card,Annually
1682,Muda,1,Sneakers,Footwear,High,Virginia,L,Green,Winter,Good,No,2-Day Shipping,No,No,Regular Customer,Credit Card,Bi-Weekly
1683,Tua,1,Socks,Clothing,High,New York,M,Yellow,Fall,Excellent,No,2-Day Shipping,No,No,Loyal Customer,Credit Card,Bi-Weekly
1684,Muda,1,Coat,Outerwear,Medium,Arkansas,S,Lavender,Spring,Fair,No,Next Day Air,No,No,Loyal Customer,Venmo,Quarterly
1685,Muda,1,Shirt,Clothing,High,New Mexico,M,Indigo,Spring,Excellent,No,Standard,No,No,Loyal Customer,PayPal,Weekly
1686,Dewasa,1,Blouse,Clothing,Medium,Minnesota,M,Pink,Winter,Excellent,No,Standard,No,No,Loyal Customer,PayPal,Bi-Weekly
1687,Muda,1,Gloves,Accessories,High,Illinois,L,Red,Fall,Very Good,No,Store Pickup,No,No,Regular Customer,Cash,Annually
1688,Tua,1,Skirt,Clothing,Medium,Georgia,S,Magenta,Winter,Good,No,Free Shipping,No,No,New Customer,PayPal,Annually
1689,Muda,1,Handbag,Accessories,Low,Mississippi,S,Peach,Winter,Poor,No,Next Day Air,No,No,Regular Customer,Venmo,Fortnightly
1690,Dewasa,1,Shirt,Clothing,High,North Carolina,L,Turquoise,Winter,Excellent,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Monthly
1691,Dewasa,1,Coat,Outerwear,Low,Nevada,M,Black,Summer,Fair,No,Free Shipping,No,No,New Customer,Cash,Annually
1692,Tua,1,Shoes,Footwear,Medium,Connecticut,L,Blue,Summer,Fair,No,Next Day Air,No,No,New Customer,Cash,Annually
1693,Tua,1,Handbag,Accessories,High,Utah,M,Beige,Winter,Poor,No,Standard,No,No,Loyal Customer,Cash,Bi-Weekly
1694,Tua,1,Jacket,Outerwear,High,Tennessee,XL,Olive,Fall,Excellent,No,Standard,No,No,Loyal Customer,Bank Transfer,Fortnightly
1695,Muda,1,Shirt,Clothing,Medium,Mississippi,M,Turquoise,Summer,Poor,No,Express,No,No,Regular Customer,Debit Card,Fortnightly
1696,Tua,1,Hat,Accessories,High,Nebraska,S,Yellow,Fall,Excellent,No,2-Day Shipping,No,No,New Customer,PayPal,Fortnightly
1697,Dewasa,1,Sunglasses,Accessories,Medium,West Virginia,S,Turquoise,Spring,Good,No,Free Shipping,No,No,New Customer,Credit Card,Bi-Weekly
1698,Dewasa,1,Shirt,Clothing,High,South Carolina,L,Lavender,Fall,Fair,No,Next Day Air,No,No,Loyal Customer,Credit Card,Every 3 Months
1699,Muda,1,Belt,Accessories,Medium,Iowa,XL,Turquoise,Winter,Excellent,No,Standard,No,No,Loyal Customer,Bank Transfer,Quarterly
1700,Muda,1,Sweater,Clothing,Medium,North Dakota,L,Teal,Spring,Good,No,Free Shipping,No,No,Loyal Customer,Debit Card,Annually
1701,Tua,1,Hoodie,Clothing,Medium,West Virginia,L,Black,Fall,Very Good,No,Express,No,No,Loyal Customer,Bank Transfer,Monthly
1702,Tua,1,Handbag,Accessories,Medium,Mississippi,XL,Blue,Winter,Good,No,Next Day Air,No,No,Loyal Customer,Debit Card,Every 3 Months
1703,Tua,1,Jeans,Clothing,High,Alabama,XL,Yellow,Summer,Excellent,No,Express,No,No,Loyal Customer,Bank Transfer,Weekly
1704,Dewasa,1,Backpack,Accessories,Low,California,M,Black,Spring,Good,No,Next Day Air,No,No,Regular Customer,Bank Transfer,Annually
1705,Tua,1,Sneakers,Footwear,Low,Idaho,M,Lavender,Summer,Good,No,Store Pickup,No,No,Regular Customer,Cash,Every 3 Months
1706,Dewasa,1,Jewelry,Accessories,Low,South Dakota,L,Cyan,Summer,Fair,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Bi-Weekly
1707,Dewasa,1,Sunglasses,Accessories,High,North Dakota,M,Brown,Spring,Poor,No,Standard,No,No,Regular Customer,Venmo,Fortnightly
1708,Muda,1,Shorts,Clothing,High,Nevada,L,Maroon,Fall,Excellent,No,2-Day Shipping,No,No,Regular Customer,Cash,Bi-Weekly
1709,Dewasa,1,Boots,Footwear,Medium,Florida,L,Cyan,Spring,Fair,No,Express,No,No,New Customer,Credit Card,Quarterly
1710,Dewasa,1,Skirt,Clothing,High,Indiana,M,Pink,Winter,Good,No,Standard,No,No,Regular Customer,Bank Transfer,Annually
1711,Muda,1,Pants,Clothing,Medium,Arkansas,XL,Orange,Fall,Good,No,Store Pickup,No,No,New Customer,Credit Card,Quarterly
1712,Muda,1,T-shirt,Clothing,High,North Carolina,M,Lavender,Spring,Excellent,No,Express,No,No,Regular Customer,Credit Card,Monthly
1713,Tua,1,T-shirt,Clothing,High,Illinois,S,Beige,Fall,Good,No,2-Day Shipping,No,No,New Customer,Cash,Fortnightly
1714,Dewasa,1,Jacket,Outerwear,Low,Missouri,M,Pink,Winter,Excellent,No,Free Shipping,No,No,Loyal Customer,PayPal,Quarterly
1715,Muda,1,Jeans,Clothing,High,South Dakota,S,Charcoal,Summer,Very Good,No,Standard,No,No,Regular Customer,Cash,Monthly
1716,Muda,1,Dress,Clothing,Medium,Idaho,XL,Gray,Spring,Fair,No,2-Day Shipping,No,No,Loyal Customer,PayPal,Bi-Weekly
1717,Tua,1,Blouse,Clothing,Medium,Connecticut,M,Cyan,Winter,Excellent,No,Standard,No,No,Loyal Customer,Cash,Every 3 Months
1718,Muda,1,Hoodie,Clothing,Medium,Hawaii,L,Orange,Summer,Poor,No,Express,No,No,Regular Customer,Debit Card,Bi-Weekly
1719,Tua,1,T-shirt,Clothing,High,Maryland,L,Pink,Winter,Fair,No,2-Day Shipping,No,No,Regular Customer,PayPal,Every 3 Months
1720,Dewasa,1,Sweater,Clothing,Low,Maryland,M,White,Winter,Fair,No,Free Shipping,No,No,New Customer,Venmo,Quarterly
1721,Muda,1,Shorts,Clothing,High,Massachusetts,S,Beige,Winter,Poor,No,Express,No,No,Loyal Customer,Debit Card,Bi-Weekly
1722,Dewasa,1,Jewelry,Accessories,Low,Delaware,S,Magenta,Spring,Very Good,No,Free Shipping,No,No,Regular Customer,Credit Card,Monthly
1723,Dewasa,1,T-shirt,Clothing,Medium,Massachusetts,L,Violet,Summer,Fair,No,Standard,No,No,Regular Customer,Cash,Fortnightly
1724,Tua,1,Scarf,Accessories,Low,New York,XL,Gold,Spring,Fair,No,Standard,No,No,Loyal Customer,PayPal,Annually
1725,Dewasa,1,Shoes,Footwear,High,Delaware,S,Teal,Winter,Fair,No,Free Shipping,No,No,Regular Customer,PayPal,Weekly
1726,Dewasa,1,Sunglasses,Accessories,Low,Massachusetts,M,Indigo,Spring,Poor,No,Next Day Air,No,No,Loyal Customer,Venmo,Quarterly
1727,Tua,1,Coat,Outerwear,Low,Indiana,S,Olive,Summer,Poor,No,Express,No,No,Loyal Customer,Debit Card,Weekly
1728,Dewasa,1,Blouse,Clothing,Medium,Virginia,S,Violet,Spring,Good,No,Express,No,No,Regular Customer,PayPal,Monthly
1729,Muda,1,Jeans,Clothing,Medium,Wyoming,L,Black,Fall,Very Good,No,Express,No,No,New Customer,Debit Card,Every 3 Months
1730,Dewasa,1,Shorts,Clothing,Low,Illinois,M,Brown,Winter,Good,No,Store Pickup,No,No,Regular Customer,Venmo,Fortnightly
1731,Muda,1,Shirt,Clothing,Low,Alabama,S,Silver,Fall,Very Good,No,Free Shipping,No,No,Loyal Customer,Credit Card,Weekly
1732,Muda,1,Backpack,Accessories,High,Idaho,M,Gray,Fall,Fair,No,Next Day Air,No,No,Regular Customer,Cash,Monthly
1733,Dewasa,1,Belt,Accessories,Medium,Rhode Island,S,Charcoal,Winter,Poor,No,Free Shipping,No,No,Loyal Customer,Cash,Every 3 Months
1734,Tua,1,Blouse,Clothing,High,New York,L,Black,Summer,Fair,No,Express,No,No,Regular Customer,Credit Card,Annually
1735,Dewasa,1,Jeans,Clothing,High,Missouri,L,Brown,Spring,Fair,No,Next Day Air,No,No,Regular Customer,PayPal,Quarterly
1736,Tua,1,Dress,Clothing,Low,Texas,M,Purple,Winter,Good,No,Express,No,No,Loyal Customer,Venmo,Annually
1737,Tua,1,Shorts,Clothing,Medium,Tennessee,M,Purple,Summer,Poor,No,2-Day Shipping,No,No,Loyal Customer,Cash,Quarterly
1738,Dewasa,1,Jewelry,Accessories,High,Ohio,L,Gray,Summer,Very Good,No,Store Pickup,No,No,Loyal Customer,Venmo,Bi-Weekly
1739,Tua,1,Handbag,Accessories,Medium,Tennessee,M,Green,Spring,Poor,No,2-Day Shipping,No,No,Loyal Customer,Credit Card,Weekly
1740,Muda,1,Jewelry,Accessories,High,Minnesota,L,Silver,Winter,Very Good,No,Express,No,No,Regular Customer,Cash,Weekly
1741,Tua,1,Pants,Clothing,Low,Wisconsin,L,Charcoal,Fall,Fair,No,Next Day Air,No,No,New Customer,Bank Transfer,Every 3 Months
1742,Dewasa,1,Pants,Clothing,Medium,Delaware,XL,Teal,Winter,Good,No,Next Day Air,No,No,Regular Customer,Bank Transfer,Monthly
1743,Tua,1,Sandals,Footwear,High,Kansas,XL,White,Spring,Very Good,No,Express,No,No,Regular Customer,Venmo,Every 3 Months
1744,Muda,1,Skirt,Clothing,High,Missouri,XL,Brown,Winter,Fair,No,Standard,No,No,New Customer,Bank Transfer,Weekly
1745,Tua,1,Sunglasses,Accessories,Medium,Michigan,L,Teal,Winter,Poor,No,Standard,No,No,Regular Customer,PayPal,Weekly
1746,Dewasa,1,Skirt,Clothing,Low,West Virginia,L,Red,Winter,Good,No,Store Pickup,No,No,Loyal Customer,Cash,Weekly
1747,Tua,1,Handbag,Accessories,Medium,Alabama,L,Brown,Summer,Fair,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Fortnightly
1748,Tua,1,Coat,Outerwear,Low,New Hampshire,M,Yellow,Winter,Poor,No,Express,No,No,Loyal Customer,Venmo,Quarterly
1749,Dewasa,1,Skirt,Clothing,High,Montana,L,Teal,Winter,Good,No,2-Day Shipping,No,No,Loyal Customer,Bank Transfer,Annually
1750,Dewasa,1,Hoodie,Clothing,Medium,Wyoming,L,Pink,Fall,Fair,No,2-Day Shipping,No,No,Loyal Customer,Debit Card,Every 3 Months
1751,Dewasa,1,Sunglasses,Accessories,High,Missouri,M,White,Fall,Fair,No,Express,No,No,Loyal Customer,Venmo,Every 3 Months
1752,Tua,1,Sweater,Clothing,Low,Ohio,M,Silver,Winter,Fair,No,2-Day Shipping,No,No,Loyal Customer,Cash,Annually
1753,Dewasa,1,Boots,Footwear,Low,South Dakota,L,Blue,Winter,Fair,No,Store Pickup,No,No,Regular Customer,Venmo,Quarterly
1754,Muda,1,Skirt,Clothing,Low,Colorado,L,Black,Fall,Excellent,No,Next Day Air,No,No,Regular Customer,Credit Card,Fortnightly
1755,Tua,1,Dress,Clothing,High,Massachusetts,S,Beige,Fall,Good,No,2-Day Shipping,No,No,Regular Customer,Credit Card,Fortnightly
1756,Tua,1,Belt,Accessories,Low,Delaware,XL,Charcoal,Spring,Excellent,No,Next Day Air,No,No,Loyal Customer,Cash,Monthly
1757,Dewasa,1,Jewelry,Accessories,Medium,New Hampshire,S,Cyan,Fall,Poor,No,Free Shipping,No,No,Regular Customer,Bank Transfer,Weekly
1758,Muda,1,Dress,Clothing,High,Michigan,L,Yellow,Fall,Good,No,Standard,No,No,Loyal Customer,Debit Card,Annually
1759,Muda,1,Hat,Accessories,Medium,Pennsylvania,M,Silver,Winter,Very Good,No,Free Shipping,No,No,Regular Customer,Venmo,Bi-Weekly
1760,Tua,1,Sweater,Clothing,Medium,Louisiana,L,Green,Spring,Good,No,Next Day Air,No,No,New Customer,PayPal,Weekly
1761,Muda,1,Skirt,Clothing,Medium,Minnesota,XL,Peach,Spring,Fair,No,Standard,No,No,Loyal Customer,PayPal,Weekly
1762,Muda,1,Hoodie,Clothing,High,Hawaii,S,Green,Fall,Excellent,No,2-Day Shipping,No,No,Regular Customer,Cash,Weekly
1763,Dewasa,1,Sandals,Footwear,Medium,Idaho,M,Brown,Summer,Fair,No,Express,No,No,Loyal Customer,Bank Transfer,Fortnightly
1764,Dewasa,1,Jewelry,Accessories,High,Vermont,M,Lavender,Winter,Good,No,Store Pickup,No,No,Loyal Customer,PayPal,Annually
1765,Tua,1,Dress,Clothing,Medium,Delaware,M,Charcoal,Summer,Poor,No,Store Pickup,No,No,Loyal Customer,Venmo,Quarterly
1766,Tua,1,Hoodie,Clothing,High,New Mexico,M,Orange,Spring,Very Good,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Quarterly
1767,Tua,1,Sweater,Clothing,Medium,Alaska,S,Cyan,Winter,Very Good,No,2-Day Shipping,No,No,Loyal Customer,Cash,Bi-Weekly
1768,Tua,1,Jewelry,Accessories,High,Minnesota,L,Lavender,Fall,Good,No,2-Day Shipping,No,No,Loyal Customer,Debit Card,Fortnightly
1769,Muda,1,Sandals,Footwear,Medium,Nebraska,M,Indigo,Summer,Good,No,2-Day Shipping,No,No,New Customer,PayPal,Every 3 Months
1770,Dewasa,1,Socks,Clothing,High,Alaska,L,Brown,Winter,Very Good,No,Free Shipping,No,No,Loyal Customer,Cash,Monthly
1771,Tua,1,Backpack,Accessories,Low,Michigan,M,Pink,Fall,Very Good,No,Express,No,No,Loyal Customer,Bank Transfer,Weekly
1772,Dewasa,1,Shirt,Clothing,High,Indiana,XL,Turquoise,Fall,Excellent,No,Store Pickup,No,No,New Customer,Credit Card,Annually
1773,Tua,1,Shoes,Footwear,Low,Hawaii,M,Gold,Summer,Fair,No,2-Day Shipping,No,No,New Customer,Bank Transfer,Annually
1774,Muda,1,Coat,Outerwear,High,West Virginia,M,Blue,Summer,Poor,No,Free Shipping,No,No,Regular Customer,PayPal,Annually
1775,Dewasa,1,Sweater,Clothing,High,New York,M,Lavender,Spring,Good,No,Express,No,No,New Customer,PayPal,Weekly
1776,Muda,1,Jacket,Outerwear,Medium,Iowa,M,Violet,Spring,Fair,No,2-Day Shipping,No,No,Regular Customer,Cash,Bi-Weekly
1777,Tua,1,Jacket,Outerwear,Medium,Arizona,L,Cyan,Summer,Fair,No,Free Shipping,No,No,New Customer,Venmo,Every 3 Months
1778,Muda,1,Sneakers,Footwear,Medium,Minnesota,L,Purple,Winter,Excellent,No,Free Shipping,No,No,New Customer,Cash,Fortnightly
1779,Dewasa,1,Belt,Accessories,High,Texas,M,Red,Winter,Excellent,No,Store Pickup,No,No,New Customer,Debit Card,Bi-Weekly
1780,Muda,1,Scarf,Accessories,Medium,Virginia,M,Charcoal,Winter,Very Good,No,Free Shipping,No,No,Loyal Customer,Venmo,Weekly
1781,Tua,1,Jewelry,Accessories,High,North Dakota,S,Gray,Summer,Very Good,No,Next Day Air,No,No,Loyal Customer,Credit Card,Weekly
1782,Dewasa,1,T-shirt,Clothing,Low,Iowa,M,Pink,Fall,Good,No,Express,No,No,Loyal Customer,Bank Transfer,Quarterly
1783,Tua,1,Pants,Clothing,High,Utah,M,Lavender,Fall,Poor,No,Next Day Air,No,No,Loyal Customer,Bank Transfer,Fortnightly
1784,Dewasa,1,Handbag,Accessories,Medium,Ohio,L,Lavender,Winter,Fair,No,Free Shipping,No,No,Loyal Customer,Credit Card,Monthly
1785,Dewasa,1,Backpack,Accessories,Low,Louisiana,L,Yellow,Summer,Excellent,No,Standard,No,No,New Customer,Debit Card,Quarterly
1786,Dewasa,1,Gloves,Accessories,Low,Iowa,S,Peach,Fall,Very Good,No,Next Day Air,No,No,Regular Customer,Venmo,Monthly
1787,Dewasa,1,Jacket,Outerwear,Low,Maryland,M,Brown,Spring,Excellent,No,2-Day Shipping,No,No,Regular Customer,Venmo,Monthly
1788,Muda,1,Sweater,Clothing,Low,Montana,L,Gold,Fall,Excellent,No,2-Day Shipping,No,No,New Customer,Bank Transfer,Quarterly
1789,Tua,1,Blouse,Clothing,Medium,Illinois,L,Pink,Summer,Fair,No,Store Pickup,No,No,Regular Customer,Cash,Bi-Weekly
1790,Tua,1,Blouse,Clothing,Low,Arizona,L,Peach,Spring,Poor,No,2-Day Shipping,No,No,Loyal Customer,Debit Card,Quarterly
1791,Dewasa,1,Gloves,Accessories,Low,North Carolina,S,Violet,Summer,Good,No,Store Pickup,No,No,Loyal Customer,PayPal,Bi-Weekly
1792,Tua,1,Jeans,Clothing,High,Montana,S,Purple,Winter,Good,No,Store Pickup,No,No,Loyal Customer,Cash,Annually
1793,Dewasa,1,Sneakers,Footwear,Medium,Iowa,M,Peach,Fall,Poor,No,Express,No,No,Regular Customer,Debit Card,Every 3 Months
1794,Tua,1,Hat,Accessories,High,Iowa,S,White,Fall,Good,No,Store Pickup,No,No,Loyal Customer,Cash,Every 3 Months
1795,Tua,1,Backpack,Accessories,Low,Ohio,L,Indigo,Spring,Good,No,Express,No,No,Regular Customer,Debit Card,Fortnightly
1796,Tua,1,Jeans,Clothing,Low,Wisconsin,S,Violet,Fall,Good,No,2-Day Shipping,No,No,New Customer,Debit Card,Fortnightly
1797,Tua,1,Skirt,Clothing,Low,South Carolina,S,Brown,Spring,Fair,No,Store Pickup,No,No,Loyal Customer,Venmo,Weekly
1798,Tua,1,Belt,Accessories,Low,Oregon,L,Maroon,Spring,Good,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Weekly
1799,Dewasa,1,Dress,Clothing,High,North Dakota,L,Magenta,Winter,Good,No,Express,No,No,New Customer,Cash,Weekly
1800,Dewasa,1,Hoodie,Clothing,Medium,California,M,Charcoal,Fall,Good,No,Express,No,No,Loyal Customer,Venmo,Weekly
1801,Muda,1,Coat,Outerwear,Medium,Mississippi,XL,Indigo,Winter,Poor,No,Express,No,No,Loyal Customer,Credit Card,Weekly
1802,Dewasa,1,Sweater,Clothing,Medium,New Jersey,M,Turquoise,Spring,Good,No,Express,No,No,Loyal Customer,Debit Card,Fortnightly
1803,Tua,1,Shorts,Clothing,High,Rhode Island,L,Turquoise,Winter,Poor,No,Store Pickup,No,No,Loyal Customer,Venmo,Bi-Weekly
1804,Tua,1,Sneakers,Footwear,High,New Hampshire,S,Gray,Summer,Fair,No,Free Shipping,No,No,Loyal Customer,Venmo,Fortnightly
1805,Muda,1,Sweater,Clothing,Medium,Louisiana,L,Peach,Winter,Very Good,No,Next Day Air,No,No,Loyal Customer,Credit Card,Weekly
1806,Dewasa,1,T-shirt,Clothing,Medium,Arizona,L,Gold,Spring,Excellent,No,Store Pickup,No,No,Loyal Customer,Debit Card,Weekly
